b01,b02,payoff,xs
8.290251928189296,11.709748071810706,1671.8878274763622,0.4145125964094647
0.0,20.0,1668.3310007469931,0.0
0.1,19.9,1668.4537078112246,0.0049999999999917576
0.2,19.8,1668.5724627326877,0.010000000000001279
0.30000000000000004,19.7,1668.6874008438117,0.014999999999998959
0.4,19.6,1668.7986503381558,0.020000000000002557
0.5,19.5,1668.9063328158236,0.025
0.6000000000000001,19.4,1669.0105638782588,0.0299999999999991
0.7000000000000001,19.3,1669.1114537318535,0.03500000000000016
0.8,19.2,1669.2091077640018,0.039999999999999786
0.9,19.1,1669.3036270657042,0.04500000000000082
1.0,19.0,1669.3951088866627,0.05
1.1,18.9,1669.4836470187045,0.05499999999999912
1.2000000000000002,18.8,1669.5693321105528,0.060000000000000574
1.3,18.7,1669.6522519211494,0.06499999999999997
1.4000000000000001,18.6,1669.7324915207873,0.07000000000000033
1.5,18.5,1669.810133449655,0.075
1.6,18.4,1669.8852578428066,0.07999999999999957
1.7000000000000002,18.3,1669.957942529453,0.08500000000000031
1.8,18.2,1670.0282631131781,0.08999999999999966
1.9000000000000001,18.1,1670.0962930383412,0.09500000000000047
2.0,18.0,1670.1621036468266,0.1
2.1,17.9,1670.2257642282118,0.1049999999999998
2.2,17.8,1670.2873420656745,0.11000000000000017
2.3000000000000003,17.7,1670.3469024792532,0.1149999999999998
2.4000000000000004,17.6,1670.4045088676091,0.12000000000000025
2.5,17.5,1670.460222749035,0.125
2.6,17.4,1670.5141038021616,0.1299999999999997
2.7,17.3,1670.566209906666,0.1350000000000001
2.8000000000000003,17.2,1670.6165971840815,0.1399999999999999
2.9000000000000004,17.1,1670.6653200387482,0.14500000000000013
3.0,17.0,1670.7124311988741,0.15
3.1,16.9,1670.7579817576498,0.1549999999999998
3.2,16.8,1670.8020212143074,0.16000000000000003
3.3000000000000003,16.7,1670.8445975150344,0.16499999999999995
3.4000000000000004,16.6,1670.8857570936564,0.17000000000000023
3.5,16.5,1670.9255449119676,0.175
3.6,16.4,1670.9640044996488,0.1799999999999999
3.7,16.3,1671.0011779936726,0.185
3.8000000000000003,16.2,1671.0371061771405,0.19
3.9000000000000004,16.1,1671.071828517486,0.19500000000000012
4.0,16.0,1671.105383204001,0.2
4.1000000000000005,15.899999999999999,1671.137807184635,0.20499999999999985
4.2,15.8,1671.1691362020401,0.21000000000000005
4.3,15.7,1671.1994048288416,0.2149999999999999
4.4,15.6,1671.2286465020973,0.21999999999999995
4.5,15.5,1671.256893556961,0.22499999999999998
4.6000000000000005,15.399999999999999,1671.2841772595073,0.22999999999999993
4.7,15.3,1671.3105278387466,0.2350000000000001
4.800000000000001,15.2,1671.3359745178009,0.24
4.9,15.1,1671.3605455442669,0.24499999999999997
5.0,15.0,1671.3842682197603,0.25
5.1000000000000005,14.899999999999999,1671.4071689286486,0.2549999999999999
5.2,14.8,1671.4292731659777,0.26000000000000006
5.300000000000001,14.7,1671.4506055646266,0.26499999999999996
5.4,14.6,1671.4711899216645,0.27
5.5,14.5,1671.491049223961,0.27499999999999997
5.6000000000000005,14.399999999999999,1671.5102056730425,0.2799999999999999
5.7,14.3,1671.5286807092061,0.28500000000000003
5.800000000000001,14.2,1671.5464950349308,0.29
5.9,14.1,1671.5636686375706,0.295
6.0,14.0,1671.5802208113655,0.3
6.1000000000000005,13.899999999999999,1671.596170178785,0.3049999999999999
6.2,13.8,1671.6115347112122,0.31000000000000005
6.300000000000001,13.7,1671.6263317489888,0.31499999999999995
6.4,13.6,1671.6405780208374,0.32
6.5,13.5,1671.6542896626775,0.32499999999999996
6.6000000000000005,13.399999999999999,1671.6674822358445,0.32999999999999996
6.7,13.3,1671.6801707447462,0.335
6.800000000000001,13.2,1671.6923696539372,0.33999999999999997
6.9,13.1,1671.704092904668,0.345
7.0,13.0,1671.71535393089,0.35
7.1000000000000005,12.899999999999999,1671.726165674745,0.355
7.2,12.8,1671.7365406015633,0.36000000000000004
7.300000000000001,12.7,1671.7464907143544,0.36500000000000005
7.4,12.6,1671.7560275678372,0.37
7.5,12.5,1671.7651622820063,0.375
7.6000000000000005,12.399999999999999,1671.7739055552374,0.38000000000000006
7.7,12.3,1671.7822676769765,0.38500000000000006
7.800000000000001,12.2,1671.7902585399813,0.38999999999999996
7.9,12.1,1671.7978876521715,0.39499999999999996
8.0,12.0,1671.8051641480613,0.4
8.1,11.9,1671.8120967998173,0.405
8.200000000000001,11.799999999999999,1671.8186940279245,0.41000000000000014
8.3,11.7,1671.8249639114874,0.415
8.4,11.6,1671.830914198184,0.42
8.5,11.5,1671.836552313858,0.425
8.6,11.4,1671.8418853717785,0.43
8.700000000000001,11.299999999999999,1671.8469201815722,0.43500000000000005
8.8,11.2,1671.8516632578314,0.44
8.9,11.1,1671.8561208284257,0.445
9.0,11.0,1671.8602988424823,0.44999999999999996
9.1,10.9,1671.8642029781029,0.45499999999999996
9.200000000000001,10.799999999999999,1671.8678386497775,0.46
9.3,10.7,1671.871211015521,0.46499999999999997
9.4,10.6,1671.8743249837423,0.47
9.5,10.5,1671.8771852198472,0.475
9.600000000000001,10.399999999999999,1671.879796152586,0.48000000000000004
9.700000000000001,10.299999999999999,1671.882161980144,0.4850000000000001
9.8,10.2,1671.884286675997,0.49000000000000005
9.9,10.1,1671.886173994518,0.49499999999999994
10.0,10.0,1671.8878274763622,0.5
10.100000000000001,9.899999999999999,1671.8892504536152,0.505
10.200000000000001,9.799999999999999,1671.8904460547255,0.51
10.3,9.7,1671.8914172092204,0.515
10.4,9.6,1671.8921666522028,0.5199999999999999
10.5,9.5,1671.8926969286497,0.5249999999999999
10.600000000000001,9.399999999999999,1671.8930103975079,0.53
10.700000000000001,9.299999999999999,1671.893109235582,0.535
10.8,9.2,1671.89299544124,0.54
10.9,9.1,1671.892670837912,0.5449999999999999
11.0,9.0,1671.8921370774224,0.5499999999999999
11.100000000000001,8.899999999999999,1671.8913956431197,0.555
11.200000000000001,8.799999999999999,1671.8904478528375,0.56
11.3,8.7,1671.8892948616644,0.565
11.4,8.6,1671.887937664556,0.57
11.5,8.5,1671.8863770987587,0.575
11.600000000000001,8.399999999999999,1671.8846138460697,0.5800000000000001
11.700000000000001,8.299999999999999,1671.8826484349229,0.5850000000000001
11.8,8.2,1671.8804812423227,0.59
11.9,8.1,1671.8781124955847,0.5950000000000001
12.0,8.0,1671.875542273946,0.6
12.100000000000001,7.899999999999999,1671.8727705099816,0.6050000000000001
12.200000000000001,7.799999999999999,1671.8697969908858,0.61
12.3,7.699999999999999,1671.8666213595689,0.615
12.4,7.6,1671.8632431156075,0.62
12.5,7.5,1671.8596616160366,0.625
12.600000000000001,7.399999999999999,1671.8558760759686,0.6300000000000001
12.700000000000001,7.299999999999999,1671.8518855690609,0.635
12.8,7.199999999999999,1671.8476890278246,0.64
12.9,7.1,1671.843285243767,0.6449999999999999
13.0,7.0,1671.838672867372,0.6499999999999999
13.100000000000001,6.899999999999999,1671.833850407916,0.655
13.200000000000001,6.799999999999999,1671.82881623313,0.66
13.3,6.699999999999999,1671.8235685686802,0.6649999999999999
13.4,6.6,1671.8181054974903,0.67
13.5,6.5,1671.8124249588886,0.675
13.600000000000001,6.399999999999999,1671.80652474759,0.68
13.700000000000001,6.299999999999999,1671.8004025124906,0.6850000000000002
13.8,6.199999999999999,1671.7940557552938,0.69
13.9,6.1,1671.7874818289458,0.695
14.0,6.0,1671.7806779358984,0.7
14.100000000000001,5.899999999999999,1671.7736411261583,0.7050000000000001
14.200000000000001,5.799999999999999,1671.7663682951722,0.7100000000000001
14.3,5.699999999999999,1671.7588561814748,0.715
14.4,5.6,1671.7511013641604,0.72
14.5,5.5,1671.7431002601277,0.725
14.600000000000001,5.399999999999999,1671.7348491211008,0.7300000000000001
14.700000000000001,5.299999999999999,1671.7263440304287,0.735
14.8,5.199999999999999,1671.7175808996367,0.74
14.9,5.1,1671.7085554647408,0.745
15.0,5.0,1671.699263282289,0.75
15.100000000000001,4.899999999999999,1671.6896997251301,0.755
15.200000000000001,4.799999999999999,1671.6798599779029,0.76
15.3,4.699999999999999,1671.6697390322054,0.765
15.4,4.6,1671.659331681446,0.7699999999999999
15.5,4.5,1671.6486325153412,0.7749999999999999
15.600000000000001,4.399999999999999,1671.6376359140384,0.78
15.700000000000001,4.299999999999999,1671.626336041839,0.785
15.8,4.199999999999999,1671.6147268404782,0.79
15.9,4.1,1671.602802021933,0.795
16.0,4.0,1671.5905550606967,0.8
16.1,3.8999999999999986,1671.5779791854918,0.805
16.2,3.8000000000000007,1671.5650673703415,0.81
16.3,3.6999999999999993,1671.5518123249362,0.815
16.400000000000002,3.599999999999998,1671.5382064842136,0.8200000000000001
16.5,3.5,1671.5242419970643,0.825
16.6,3.3999999999999986,1671.5099107140552,0.8300000000000001
16.7,3.3000000000000007,1671.4952041740446,0.835
16.8,3.1999999999999993,1671.4801135895416,0.84
16.900000000000002,3.099999999999998,1671.4646298306689,0.8450000000000002
17.0,3.0,1671.4487434075293,0.85
17.1,2.8999999999999986,1671.4324444507695,0.8550000000000001
17.2,2.8000000000000007,1671.4157226901036,0.86
17.3,2.6999999999999993,1671.398567430548,0.865
17.400000000000002,2.599999999999998,1671.3809675260309,0.8700000000000001
17.5,2.5,1671.3629113500997,0.875
17.6,2.3999999999999986,1671.344386763302,0.88
17.7,2.3000000000000007,1671.3253810768836,0.8849999999999999
17.8,2.1999999999999993,1671.3058810123334,0.89
17.900000000000002,2.099999999999998,1671.2858726563275,0.8950000000000001
18.0,2.0,1671.2653414105403,0.8999999999999999
18.1,1.8999999999999986,1671.24427193582,0.905
18.2,1.8000000000000007,1671.2226480901227,0.9099999999999999
18.3,1.6999999999999993,1671.2004528596701,0.9149999999999999
18.400000000000002,1.5999999999999979,1671.1776682826799,0.92
18.5,1.5,1671.1542753650779,0.925
18.6,1.3999999999999986,1671.1302539875132,0.93
18.7,1.3000000000000007,1671.1055828030035,0.935
18.8,1.1999999999999993,1671.080239124443,0.94
18.900000000000002,1.0999999999999979,1671.0541988011273,0.9450000000000001
19.0,1.0,1671.0274360832468,0.95
19.1,0.8999999999999986,1670.9999234730503,0.9550000000000001
19.200000000000003,0.7999999999999972,1670.9716315610603,0.9600000000000001
19.3,0.6999999999999993,1670.942528845119,0.965
19.400000000000002,0.5999999999999979,1670.912581529456,0.9700000000000002
19.5,0.5,1670.8817533001165,0.975
19.6,0.3999999999999986,1670.8500050721682,0.9800000000000001
19.700000000000003,0.29999999999999716,1670.817294703032,0.985
19.8,0.1999999999999993,1670.7835766652342,0.99
19.900000000000002,0.09999999999999787,1670.7488016706975,0.9950000000000001
20.0,0.0,1670.712916237508,1.0
